,index,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
122,537583,64260466,68730191,7000.0,7000.0,7000.0, 36 months,7.89,219.0,A,A5,Technician ,10+ years,RENT,80000.0,Source Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64260466,,credit_card,Credit card refinancing,117xx,NY,12.68,0.0,Jul-2004,0.0,62.0,,6.0,0.0,7369.0,98.3,9.0,f,6652.91,6652.91,431.86,431.86,347.09,84.77,0.0,0.0,0.0,Jan-2016,219.0,Feb-2016,Jan-2016,0.0,71.0,1.0,INDIVIDUAL,,,,0.0,0.0,15355.0,,,,,,,,,,,,7500.0,,,
123,526406,63920012,68350828,7000.0,7000.0,7000.0, 36 months,12.59,234.48,C,C2,Massage Therapist,1 year,RENT,35000.0,Source Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63920012,,debt_consolidation,Debt consolidation,331xx,FL,17.9,0.0,Feb-2007,1.0,,,10.0,0.0,7681.0,69.8,11.0,w,6676.23,6676.23,464.06,464.06,323.77,140.29,0.0,0.0,0.0,Jan-2016,234.48,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,14259.0,,,,,,,,,,,,11000.0,,,
124,76525,7925676,9647765,15000.0,15000.0,15000.0, 36 months,12.99,505.34,B,B4,Recruiter,2 years,RENT,38000.0,Not Verified,Oct-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7925676,,credit_card,Credit Card repayment,610xx,IL,21.98,0.0,May-1994,1.0,,,23.0,0.0,14996.0,43.3,50.0,f,4766.88,4766.88,13139.88,13139.88,10233.12,2906.76,0.0,0.0,0.0,Jan-2016,505.34,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,71524.0,,,,,,,,,,,,34600.0,,,
125,366558,18575357,20738027,12000.0,12000.0,12000.0, 60 months,16.29,293.67,D,D2,Front Desk Supervisor,3 years,OWN,57000.0,Not Verified,Jun-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18575357,,debt_consolidation,Debt consolidation,113xx,NY,19.77,0.0,Mar-1999,0.0,,,27.0,0.0,25175.0,21.6,35.0,f,9187.14,9187.14,5579.73,5579.73,2812.86,2766.87,0.0,0.0,0.0,Jan-2016,293.67,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,46227.0,,,,,,,,,,,,116600.0,,,
126,596026,60741549,64783355,21425.0,21425.0,21425.0, 60 months,16.55,527.3,D,D2,sales,10+ years,MORTGAGE,53000.0,Source Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60741549,,debt_consolidation,Debt consolidation,029xx,RI,27.96,0.0,Nov-2004,0.0,44.0,48.0,15.0,1.0,17418.0,37.9,23.0,w,20719.92,20719.92,1562.2,1562.2,705.08,857.12,0.0,0.0,0.0,Jan-2016,527.3,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,229093.0,,,,,,,,,,,,45900.0,,,
127,65345,8638537,10410376,16000.0,16000.0,16000.0, 60 months,17.76,404.21,D,D1,Principal Civil Engineer,10+ years,MORTGAGE,150000.0,Source Verified,Nov-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8638537,  Borrower added on 11/05/13 > This loan will help me consolidate by 6 credit card debts and complete my $4500 I owe with IRS. This loan will reduced my monthly payment and begin to pay it off monthly in five years. This allows me &quot;to see light at the end of the tunnel&quot; so to speak. Thank you Lending Club<br>,debt_consolidation,MyCombinedLoan,951xx,CA,16.53,2.0,Aug-1989,2.0,14.0,,10.0,0.0,83434.0,97.0,38.0,f,10738.12,10738.12,10509.37,10509.37,5261.88,5247.49,0.0,0.0,0.0,Jan-2016,404.21,Feb-2016,Jan-2016,0.0,14.0,1.0,INDIVIDUAL,,,,0.0,0.0,812180.0,,,,,,,,,,,,83700.0,,,
128,285930,30325547,32868738,24000.0,24000.0,24000.0, 36 months,7.12,742.37,A,A3,In House Counsel (Attorney),1 year,MORTGAGE,104250.0,Source Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=30325547,,credit_card,Credit card refinancing,064xx,CT,23.98,0.0,Sep-2003,1.0,,,8.0,0.0,13509.0,53.4,38.0,w,13744.85,13744.85,11928.59,11928.59,10255.15,1673.44,0.0,0.0,0.0,Jan-2016,742.37,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,354852.0,,,,,,,,,,,,25300.0,,,
129,361310,19967090,22189840,12000.0,12000.0,12000.0, 36 months,9.17,382.55,B,B1,IT Support Specialist,< 1 year,MORTGAGE,51000.0,Not Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19967090,,debt_consolidation,Debt consolidation,276xx,NC,15.81,0.0,Apr-2002,0.0,,,11.0,0.0,17473.0,70.2,21.0,w,6410.38,6410.38,6885.9,6885.9,5589.62,1296.28,0.0,0.0,0.0,Jan-2016,382.55,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,117408.0,,,,,,,,,,,,24900.0,,,
130,32139,487380,621279,6000.0,6000.0,5900.0, 36 months,7.88,187.69,A,A5,PEPSI,10+ years,MORTGAGE,51000.0,Not Verified,Feb-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=487380,"  Borrower added on 02/19/10 > I will consolidate bills, I am a supervisor with Pepsi Botteling Co.<br/>I have been with the company 15 years.<br/>",other,Sunny Day,936xx,CA,13.36,0.0,Sep-1996,1.0,,,6.0,0.0,10685.0,89.8,23.0,f,0.0,0.0,6755.8,6643.22,6000.0,755.8,0.0,0.0,0.0,Mar-2013,197.24,,Mar-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
131,747785,48597092,51845905,9100.0,9100.0,9100.0, 36 months,5.93,276.56,A,A1,HRIS Analyst,3 years,RENT,32200.0,Source Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48597092,,credit_card,Credit card refinancing,452xx,OH,6.63,0.0,Aug-2006,0.0,,,8.0,0.0,5534.0,30.9,8.0,w,7214.91,7214.91,2206.48,2206.48,1885.09,321.39,0.0,0.0,0.0,Jan-2016,276.56,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,26846.0,,,,,,,,,,,,17900.0,,,
132,289712,28442617,30965746,13700.0,13700.0,13700.0, 60 months,18.99,355.32,E,E1,Sales representative,4 years,RENT,45000.0,Source Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28442617,,debt_consolidation,Debt consolidation,113xx,NY,17.74,0.0,Nov-2007,1.0,47.0,,12.0,0.0,8929.0,45.8,15.0,w,11375.51,11375.51,5315.35,5315.35,2324.49,2990.86,0.0,0.0,0.0,Jan-2016,355.32,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,17908.0,,,,,,,,,,,,19500.0,,,
133,483908,67476922,72228681,10000.0,10000.0,10000.0, 36 months,10.64,325.69,B,B4,,,OWN,42800.0,Not Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67476922,,debt_consolidation,Debt consolidation,398xx,GA,37.44,0.0,Feb-1989,0.0,,,11.0,0.0,7771.0,69.4,17.0,f,9762.98,9762.98,319.78,319.78,237.02,82.76,0.0,0.0,0.0,Jan-2016,325.69,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,44769.0,2.0,3.0,1.0,2.0,5.0,36998.0,74.2,1.0,2.0,3144.0,73.3,11200.0,0.0,0.0,-4.0
134,490666,66513804,71239625,10000.0,10000.0,10000.0, 60 months,11.99,222.4,C,C1,Machine adjuster,10+ years,OWN,53000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66513804,,debt_consolidation,Debt consolidation,436xx,OH,10.05,0.0,Sep-2003,0.0,72.0,60.0,10.0,2.0,5889.0,36.1,20.0,w,9877.52,9877.52,215.74,215.74,122.48,93.26,0.0,0.0,0.0,Jan-2016,222.4,Feb-2016,Jan-2016,0.0,72.0,1.0,INDIVIDUAL,,,,0.0,57.0,12881.0,,,,,,,,,,,,16300.0,,,
135,786315,45645105,48752851,16800.0,16800.0,16800.0, 36 months,5.93,510.56,A,A1,Technical Consultant,2 years,MORTGAGE,69100.0,Not Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45645105,,credit_card,Credit card refinancing,443xx,OH,22.14,0.0,May-2008,1.0,,,13.0,0.0,22433.0,30.3,14.0,f,12875.2,12875.2,4589.51,4589.51,3924.8,664.71,0.0,0.0,0.0,Jan-2016,510.56,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,107540.0,,,,,,,,,,,,74000.0,,,
136,312239,26179478,28652287,20000.0,20000.0,20000.0, 60 months,17.57,503.21,D,D4,Assistant Clinical Director,< 1 year,RENT,100000.0,Verified,Sep-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=26179478,,debt_consolidation,Debt consolidation,106xx,NY,18.1,0.0,Jul-2003,0.0,,,17.0,0.0,31048.0,67.2,29.0,w,0.0,0.0,3522.47,3522.47,1538.92,1983.55,0.0,0.0,0.0,Apr-2015,503.21,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,82341.0,,,,,,,,,,,,46200.0,,,
137,456856,10617762,12489775,19450.0,19450.0,19450.0, 60 months,18.25,496.56,D,D3,Emergency Procedures Instructor,7 years,RENT,50000.0,Source Verified,Jan-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10617762,,credit_card,Credit card refinancing,941xx,CA,11.98,0.0,Aug-2000,0.0,,,11.0,0.0,16894.0,95.4,21.0,f,13971.42,13971.42,11420.44,11420.44,5478.58,5941.86,0.0,0.0,0.0,Dec-2015,496.56,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,47103.0,,,,,,,,,,,,17700.0,,,
138,138634,5027026,6329258,26000.0,26000.0,25975.0, 60 months,11.14,567.12,B,B2,Child Care Resource Center,10+ years,OWN,73000.0,Verified,May-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5027026,  Borrower added on 05/09/13 > I need this loan to pay off my debt and to consolidate them to bill.<br>,debt_consolidation,Debt payoff,913xx,CA,4.87,0.0,Nov-1993,1.0,,,12.0,0.0,18567.0,25.8,33.0,f,14366.0,14352.16,17571.72,17554.86,11634.0,5937.72,0.0,0.0,0.0,Dec-2015,567.12,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,386133.0,,,,,,,,,,,,71904.0,,,
139,799034,43925687,46942451,6500.0,6500.0,6500.0, 36 months,9.99,209.71,B,B3,Chaplain,3 years,RENT,49000.0,Not Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43925687,,debt_consolidation,Debt consolidation,217xx,MD,19.91,1.0,Aug-1996,0.0,23.0,,18.0,0.0,2538.0,19.5,53.0,w,5052.07,5052.07,1883.78,1883.78,1447.93,435.85,0.0,0.0,0.0,Jan-2016,209.71,Feb-2016,Jan-2016,0.0,23.0,1.0,INDIVIDUAL,,,,0.0,0.0,207202.0,,,,,,,,,,,,13000.0,,,
140,509633,65667441,70300271,35000.0,35000.0,35000.0, 60 months,10.99,760.82,B,B4,PROCESS IMPROVEMENT ANALYST/PROJECT MANA,10+ years,MORTGAGE,84000.0,Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65667441,,credit_card,Credit card refinancing,452xx,OH,26.69,2.0,Jul-2000,0.0,24.0,,16.0,0.0,67552.0,81.0,48.0,w,34559.72,34559.72,739.45,739.45,440.28,299.17,0.0,0.0,0.0,Jan-2016,760.82,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,269558.0,,,,,,,,,,,,83350.0,,,
141,395873,15510477,17602898,10000.0,10000.0,10000.0, 60 months,15.61,241.12,C,C5,Product manager,1 year,MORTGAGE,70000.0,Not Verified,May-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15510477,,home_improvement,Home improvement,064xx,CT,15.6,0.0,Dec-1991,0.0,,,10.0,0.0,16929.0,70.8,36.0,w,7482.18,7482.18,4822.4,4822.4,2517.82,2304.58,0.0,0.0,0.0,Jan-2016,241.12,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,293019.0,,,,,,,,,,,,23900.0,,,
142,721263,50416222,53795985,13800.0,13800.0,13800.0, 60 months,24.99,404.97,F,F4,Program Financial Assistant,10+ years,MORTGAGE,55917.0,Not Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50416222,,debt_consolidation,Debt consolidation,085xx,NJ,36.81,0.0,Jul-1998,1.0,63.0,55.0,12.0,1.0,13271.0,76.3,34.0,w,12923.66,12923.66,2815.63,2815.63,876.34,1939.29,0.0,0.0,0.0,Jan-2016,404.97,Feb-2016,Jan-2016,0.0,63.0,1.0,INDIVIDUAL,,,,0.0,1623.0,192113.0,,,,,,,,,,,,17400.0,,,
143,393752,15660014,17752451,13750.0,13750.0,13700.0, 60 months,18.25,351.04,D,D3,VP Small Business,7 years,MORTGAGE,100000.0,Not Verified,May-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15660014,,debt_consolidation,Debt consolidation,631xx,MO,17.63,0.0,Apr-1990,0.0,53.0,54.0,14.0,1.0,11109.0,70.8,45.0,f,0.0,0.0,17021.36,16959.46,13750.0,3271.36,0.0,0.0,0.0,Oct-2015,11404.72,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,273102.0,,,,,,,,,,,,15700.0,,,
144,141150,4787621,6059975,13000.0,13000.0,13000.0, 36 months,13.11,438.72,B,B4,MySmartPlans,< 1 year,RENT,55000.0,Source Verified,May-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4787621,,debt_consolidation,debt consolidation,641xx,MO,9.03,2.0,Oct-2001,0.0,5.0,,14.0,0.0,7386.0,41.3,26.0,f,2124.34,2124.34,13598.56,13598.56,10875.66,2722.9,0.0,0.0,0.0,Jan-2016,438.72,Jan-2016,Jan-2016,0.0,5.0,1.0,INDIVIDUAL,,,,0.0,0.0,28322.0,,,,,,,,,,,,17900.0,,,
145,236439,34483484,37146835,11200.0,11200.0,11200.0, 60 months,11.99,249.09,B,B5,HR MAnager,4 years,OWN,115000.0,Verified,Dec-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34483484,,debt_consolidation,Debt consolidation,678xx,KS,35.43,0.0,Jul-1993,1.0,,,22.0,0.0,67165.0,60.0,56.0,w,9305.69,9305.69,3230.71,3230.71,1894.31,1336.4,0.0,0.0,0.0,Jan-2016,249.09,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,260907.0,,,,,,,,,,,,111900.0,,,
146,71289,8494952,10247069,20000.0,20000.0,20000.0, 36 months,15.61,699.3,C,C3,Sales,< 1 year,MORTGAGE,75000.0,Source Verified,Nov-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8494952,  Borrower added on 10/24/13 > Pay off high interest credit cards.<br>,debt_consolidation,Debt Payoff,080xx,NJ,7.12,2.0,Aug-1997,2.0,10.0,,7.0,0.0,19530.0,93.9,25.0,f,0.0,0.0,23689.41,23689.41,19999.96,3689.45,0.0,0.0,0.0,Apr-2015,12500.67,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,309004.0,,,,,,,,,,,,20800.0,,,
147,145037,4565270,5817458,20000.0,20000.0,20000.0, 36 months,14.33,686.77,C,C1,CH2M HILL,10+ years,MORTGAGE,100000.0,Verified,Apr-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4565270,"  Borrower added on 04/22/13 > I want to pay off some high interest credit cards and a monthly payment to my credit union<br><br>  Borrower added on 04/23/13 > I want to pay off some high interest credit cards, a loan to my credit union (First Tech Credit Union) and a loan with First Franklin Financial<br>",debt_consolidation,Debt consolidation,313xx,GA,14.94,0.0,Dec-1996,1.0,80.0,,11.0,0.0,9583.0,87.1,24.0,f,0.0,0.0,23283.428182599997,23283.43,20000.0,3283.43,0.0,0.0,0.0,Oct-2014,12307.62,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,122733.0,,,,,,,,,,,,11000.0,,,
148,46159,10134711,11986850,6000.0,6000.0,6000.0, 36 months,23.4,233.52,E,E5,Daycare Associate,1 year,RENT,32576.0,Source Verified,Dec-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10134711,,debt_consolidation,school,200xx,DC,23.62,0.0,Jul-2002,0.0,,,16.0,0.0,14895.0,81.4,20.0,f,0.0,0.0,2602.62,2602.62,998.16,869.68,0.0,734.78,7.347799999199999,Aug-2014,233.52,,Jan-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,14895.0,,,,,,,,,,,,18300.0,,,
149,752544,48685125,51933878,35000.0,35000.0,35000.0, 36 months,14.65,1207.3,C,C5,Executive Vice President,5 years,MORTGAGE,250000.0,Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48685125,,debt_consolidation,Debt consolidation,038xx,NH,10.86,1.0,Jun-2001,0.0,15.0,,8.0,0.0,61999.0,85.3,18.0,f,28486.69,28486.69,9629.91,9629.91,6513.31,3116.6,0.0,0.0,0.0,Jan-2016,1207.3,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,917535.0,,,,,,,,,,,,72700.0,,,
150,688173,55078904,58649639,8125.0,8125.0,8125.0, 36 months,6.89,250.47,A,A3,Marketing Manager,10+ years,OWN,540000.0,Not Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55078904,,credit_card,Credit card refinancing,631xx,MO,2.1,1.0,Oct-1997,0.0,16.0,,15.0,0.0,27235.0,57.5,26.0,w,6884.4,6884.4,1499.71,1499.71,1240.6,259.11,0.0,0.0,0.0,Jan-2016,250.47,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,135542.0,,,,,,,,,,,,47400.0,,,
151,23182,618716,793083,4000.0,4000.0,3975.0, 36 months,10.36,129.75,B,B5,Ups,< 1 year,RENT,30000.0,Not Verified,Nov-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=618716,,other,Grego,442xx,OH,24.0,0.0,Aug-2003,1.0,,,10.0,0.0,18787.0,81.0,22.0,f,0.0,0.0,4659.42,4630.3,4000.0,659.42,0.0,0.0,0.0,Aug-2013,640.6,,Sep-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
152,119017,6075162,7547319,14400.0,14400.0,14400.0, 36 months,11.55,475.2,B,B3,Arizona institute of footcare physicians,3 years,MORTGAGE,140000.0,Verified,Jul-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6075162,  Borrower added on 07/01/13 > We have lived in our home for 3 years with a master bath and kitchen that are hopelessly out-dated. We are finally ready to remodel and then our home will truly be our dream home.<br>,home_improvement,Home improvement ,850xx,AZ,16.43,0.0,Nov-1986,5.0,46.0,,22.0,0.0,23714.0,44.8,45.0,f,0.0,0.0,15527.094130899999,15527.09,14400.0,1127.09,0.0,0.0,0.0,Apr-2014,11729.27,,Apr-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,700844.0,,,,,,,,,,,,52900.0,,,
153,248954,34914539,37597887,24000.0,24000.0,24000.0, 60 months,21.99,662.72,E,E5,Flight Attendant,9 years,RENT,61000.0,Verified,Nov-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34914539,,credit_card,Credit card refinancing,037xx,NH,24.51,0.0,Apr-1993,3.0,,,23.0,0.0,17274.0,43.4,63.0,w,0.0,0.0,28039.53,28039.53,24000.0,4039.53,0.0,0.0,0.0,Sep-2015,148.69,,Sep-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,54503.0,,,,,,,,,,,,39800.0,,,
154,827050,41520488,44457213,21850.0,21850.0,21850.0, 60 months,18.25,557.83,E,E1,1SG MP,10+ years,MORTGAGE,72000.0,Verified,Mar-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41520488,,debt_consolidation,Debt consolidation,960xx,CA,37.8,0.0,Feb-2004,0.0,,63.0,14.0,1.0,14479.0,56.3,24.0,f,0.0,0.0,24589.5,24589.5,21850.0,2739.5,0.0,0.0,0.0,Nov-2015,20706.84,,Nov-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,237938.0,,,,,,,,,,,,25700.0,,,
155,624071,59260753,63148526,8000.0,8000.0,8000.0, 36 months,13.99,273.39,C,C4,behavior health specialist ,10+ years,OWN,68000.0,Source Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59260753,,home_improvement,Home improvement,762xx,TX,18.22,0.0,Mar-1999,0.0,24.0,,7.0,0.0,29135.0,63.6,19.0,f,7266.81,7266.81,1087.34,1087.34,733.19,354.15,0.0,0.0,0.0,Dec-2015,273.39,Feb-2016,Jan-2016,0.0,24.0,1.0,INDIVIDUAL,,,,0.0,0.0,121062.0,,,,,,,,,,,,45800.0,,,
156,322503,24845671,27278599,35000.0,35000.0,35000.0, 60 months,18.99,907.73,E,E1,Deputy Sheriff,9 years,MORTGAGE,80000.0,Verified,Aug-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24845671,,debt_consolidation,Debt consolidation,913xx,CA,16.94,0.0,Jun-2002,3.0,,,10.0,0.0,30462.0,74.8,30.0,w,0.0,0.0,37181.5456009,37181.55,35000.0,2181.55,0.0,0.0,0.0,Jan-2015,34458.36,,Jan-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,355176.0,,,,,,,,,,,,40700.0,,,
157,653649,57324151,61026863,11000.0,11000.0,11000.0, 36 months,6.89,339.1,A,A3,Accounting Manager,6 years,RENT,50000.0,Not Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57324151,,credit_card,Credit card refinancing,010xx,MA,20.61,0.0,Jan-2007,1.0,,,26.0,0.0,13502.0,46.9,33.0,w,9604.36,9604.36,1687.08,1687.08,1395.64,291.44,0.0,0.0,0.0,Jan-2016,339.1,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,86139.0,,,,,,,,,,,,28800.0,,,
158,355126,15359751,17432190,16800.0,16800.0,16800.0, 60 months,11.67,370.92,B,B4,Registered Nurse,4 years,RENT,55000.0,Source Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15359751,,credit_card,Credit card refinancing,328xx,FL,22.61,0.0,Oct-2005,0.0,,,11.0,0.0,14564.0,65.0,16.0,f,12738.86,12738.86,6676.56,6676.56,4061.14,2615.42,0.0,0.0,0.0,Jan-2016,370.92,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,41769.0,,,,,,,,,,,,22400.0,,,
159,414507,13428275,15480580,24000.0,24000.0,24000.0, 36 months,17.57,862.49,D,D2,Partner,3 years,OWN,60000.0,Verified,Apr-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13428275,,home_improvement,Home improvement,906xx,CA,20.28,0.0,Aug-2001,2.0,,,5.0,0.0,9671.0,68.6,6.0,w,11539.81,11539.81,18112.29,18112.29,12460.19,5652.1,0.0,0.0,0.0,Jan-2016,862.49,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,32531.0,,,,,,,,,,,,14100.0,,,
160,428408,12637489,14639659,8000.0,8000.0,8000.0, 36 months,12.99,269.52,B,B5,Control Room Operator,10+ years,MORTGAGE,60000.0,Source Verified,Mar-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12637489,,debt_consolidation,Debt consolidation,216xx,MD,13.16,1.0,Sep-1995,1.0,21.0,73.0,12.0,1.0,6221.0,50.6,34.0,f,3483.58,3483.58,5929.44,5929.44,4516.42,1413.02,0.0,0.0,0.0,Jan-2016,269.52,Feb-2016,Jan-2016,0.0,21.0,1.0,INDIVIDUAL,,,,0.0,0.0,204882.0,,,,,,,,,,,,12300.0,,,
161,524053,65292804,69879535,12000.0,12000.0,12000.0, 36 months,10.99,392.81,B,B4,Sales Associate,8 years,RENT,33000.0,Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65292804,,debt_consolidation,Debt consolidation,070xx,NJ,39.16,0.0,Dec-2000,0.0,,73.0,27.0,2.0,15211.0,37.7,40.0,f,11717.09,11717.09,385.48,385.48,282.91,102.57,0.0,0.0,0.0,Dec-2015,392.81,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,23371.0,,,,,,,,,,,,40300.0,,,
162,456424,10648128,12520103,15000.0,15000.0,14975.0, 60 months,14.47,352.69,C,C2,Director ,7 years,RENT,90000.0,Verified,Jan-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10648128,,debt_consolidation,Debt consolidation,113xx,NY,7.3,0.0,Jun-1999,3.0,,,8.0,0.0,14708.0,63.9,28.0,f,0.0,0.0,16387.57,16360.26,15000.0,1387.57,0.0,0.0,0.0,Oct-2014,13918.74,,Oct-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,470546.0,,,,,,,,,,,,23000.0,,,
163,698155,54099365,57640167,30000.0,30000.0,29975.0, 60 months,14.65,708.2,C,C5,Commercial Lender,7 years,OWN,93000.0,Verified,Jul-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54099365,,debt_consolidation,Debt consolidation,770xx,TX,36.36,0.0,Oct-1990,1.0,,,41.0,0.0,29918.0,32.4,83.0,f,0.0,0.0,30450.19,30424.81,30000.0,450.19,0.0,0.0,0.0,Aug-2015,30499.02,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,92721.0,,,,,,,,,,,,92300.0,,,
